region_name,province,type,subtype
The Blue Mountains,ON,Condo,
Shearstown,NL,Single Family,
BRISTOLS HOPE,NL,Single Family,
SOUTHERN BAY,NL,Single Family,
Barrie,ON,Condo,
Midland,ON,Single Family,
Lewisporte,NL,Single Family,
Barrie,ON,Condo,
Ramara,ON,Single Family,
Oro-Medonte,ON,Condo,
Essa,ON,Single Family,
Collingwood,ON,Condo,
Innisfil,ON,Single Family,
Barrie,ON,Single Family,
Barrie,ON,Single Family,
Whitbourne,NL,Single Family,
Marystown,NL,Single Family,
Glenwood,NL,Single Family,
St. John's,NL,Single Family,
Bay Roberts,NL,Single Family,
Moncton,NB,Single Family,
Springwater,ON,Single Family,
Wasaga Beach,ON,MultiFamily,
Musgrave Harbour,NL,Single Family,
St. John's,NL,Single Family,
Bay Bulls,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Bishops Cove,NL,Single Family,
Barrie,ON,Condo,
St. John's,NL,Single Family,
Witless Bay,NL,Single Family,
Portugal Cove-St. Philips,NL,Single Family,
St. Johns,NL,Single Family,
Spaniards Bay,NL,Single Family,
Spaniards Bay,NL,Single Family,
Clarkes Beach,NL,Single Family,
South River,NL,Single Family,
Port de Grave,NL,Single Family,
Georgetown,NL,Single Family,
Bay Roberts,NL,Single Family,
Spaniard's Bay,NL,Single Family,
Bay Roberts,NL,Single Family,
Clarkes Beach,NL,Single Family,
Clarkes Beach,NL,Single Family,
Bay Roberts,NL,Single Family,
Roaches Line,NL,Single Family,
Bay Roberts,NL,Single Family,
Clarkes Beach,NL,Single Family,
Clarkes Beach,NL,Single Family,
Spaniards Bay,NL,Single Family,
Upper Island Cove,NL,Single Family,
South River,NL,Single Family,
South River,NL,Single Family,
Clarkes Beach,NL,Single Family,
Bay Roberts,NL,Single Family,
South River,NL,Single Family,
Bay Roberts,NL,Single Family,
Spaniards Bay,NL,Single Family,
Georgetown,NL,Single Family,
Bareneed,NL,Single Family,
Spaniards Bay,NL,Single Family,
Bay Roberts,NL,Single Family,
Clarkes Beach,NL,Single Family,
Spaniards Bay,NL,Single Family,
Brigus,NL,Single Family,
South River,NL,Single Family,
Spaniards Bay,NL,Single Family,
North River,NL,Single Family,
Makinsons,NL,Single Family,
Brigus,NL,Single Family,
Bay Roberts,NL,Single Family,
Spaniards Bay,NL,Single Family,
Brigus,NL,Single Family,
Brigus,NL,Single Family,
Bay Roberts,NL,Single Family,
Carbonear,NL,Single Family,
New Harbour,NL,Single Family,
Carbonear,NL,Single Family,
Conception Bay South,NL,Single Family,
Hodgewater Line,NL,Single Family,
Conception Bay South,NL,Single Family,
CBS,NL,Single Family,
Harbour Main,NL,Single Family,
Carbonear,NL,Single Family,
Dildo,NL,Single Family,
South Dildo,NL,Single Family,
Conception Bay South,NL,Single Family,
Old Shop,NL,Single Family,
Greens Harbour,NL,Single Family,
Carbonear,NL,Single Family,
Conception Hr.,NL,Single Family,
Whitbourne,NL,Single Family,
Harbour Grace,NL,Single Family,
Harbour Grace,NL,Single Family,
Green's Harbour,NL,Single Family,
Blaketown,NL,Single Family,
Conception Bay North,NL,Single Family,
Carbonear,NL,Single Family,
Conception Hr,NL,Single Family,
BRISTOLS HOPE,NL,Single Family,
Conception Bay South,NL,Single Family,
Ocean Pond,NL,Single Family,
Conception Bay South,NL,Single Family,
Ocean Pond,NL,Single Family,
Colliers,NL,Single Family,
Whitbourne,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Carbonear,NL,Single Family,
Harbour Grace,NL,Single Family,
Conception Bay South,NL,Single Family,
Carbonear,NL,Single Family,
Whitbourne,NL,Single Family,
Whitbourne,NL,Single Family,
Whitbourne,NL,Single Family,
Bell Island,NL,Single Family,
New Harbour,NL,Single Family,
Carbonear,NL,Single Family,
Wabana,NL,Single Family,
Wabana,NL,Single Family,
Wabana,NL,Single Family,
wabana,NL,Single Family,
Hopeall,NL,Single Family,
Carbonear,NL,Single Family,
Carbonear,NL,Single Family,
Carbonear,NL,Single Family,
Salmon Cove,NL,Single Family,
Carbonear,NL,Single Family,
Carbonear,NL,Single Family,
Victoria,NL,Single Family,
Carbonear,NL,Single Family,
Carbonear,NL,Single Family,
Harbour Grace,NL,Single Family,
Victoria,NL,Single Family,
Carbonear,NL,Single Family,
Bell Island,NL,Single Family,
Hearts Content,NL,Single Family,
Bell Island,NL,Single Family,
Small Point,NL,Single Family,
Paradise,NL,Single Family,
Hearts Desire,NL,Single Family,
CLARENVILLE,NL,Single Family,
Clarenville,NL,Single Family,
Lady Cove,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Milton,NL,Single Family,
Petley,NL,Single Family,
Elliotts Cove,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
CLARENVILLE,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
Clarenville,NL,Single Family,
St. John's,NL,Single Family,
St. Philips,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Portugal Cove-St. Philips,NL,Single Family,
Paradise,NL,Single Family,
CBS,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. John's,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. Philips,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. Philips,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. Philips,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. John's,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Conception Bay South,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
Paradise,NL,Single Family,
St. John's,NL,Single Family,
Paradise,NL,Single Family,
Portugal Cove,NL,Single Family,
St. John's,NL,Single Family,
ST. JOHN'S,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Mt. Pearl,NL,Single Family,
Portugal Cove,NL,Single Family,
St.John’s,NL,Condo,
St. John's,NL,Single Family,
Chapels Cove,NL,Single Family,
St. John's,NL,Single Family,
Holyrood,NL,Single Family,
Mount Pearl,NL,Single Family,
St. John's,NL,Single Family,
Portugal Cove,NL,Single Family,
"St. John's, NL   A1B 0S2",NL,Single Family,
St. John's,NL,Single Family,
Logy Bay-Middle Cove-Outer Cove,NL,Single Family,
Portugal Cove,NL,Single Family,
St. John's,NL,Single Family,
Mount Pearl,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St John’s,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St John's,NL,Single Family,
St John's,NL,Single Family,
Southlands,NL,Single Family,
St. John's,NL,Single Family,
St. John’s,NL,Single Family,
St. John’s,NL,Single Family,
Avondale,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Portugal Cove- St. Phillips,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Petty Harbour,NL,Single Family,
St John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Avondale,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Condo/Townhome,
Portugal Cove- St. Phillips,NL,Single Family,
Portugal Cove-St. Philips,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Portugal Cove-St. Philips,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Mt. Pearl,NL,Single Family,
Middle Gull Pond,NL,Single Family,
St John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Outer Cove,NL,Single Family,
Torbay,NL,Single Family,
Portugal Cove - St. Philips,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Holyrood,NL,Single Family,
St John's,NL,Condo,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
Portugal Cove/St. Phillipe,NL,Single Family,
Holyrood,NL,Single Family,
St.John's,NL,Condo,
LOGY BAY,NL,Single Family,
St. Johns,NL,Condo,
Brigus Junction,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Single Family,
ST. JOHN'S,NL,Single Family,
Logy Bay / Middle Cove / Outer Cove,NL,Single Family,
St. Johns,NL,Single Family,
Torbay,NL,Single Family,
Portugal Cove-St. Philips,NL,Single Family,
Portugal Cove - St Philips,NL,Single Family,
Portugal Cove - St. Philips,NL,Single Family,
Mt Pearl,NL,Single Family,
Brigus Junction,NL,Single Family,
St. John's,NL,Single Family,
Goulds,NL,Single Family,
St. John's,NL,Single Family,
St. John's,NL,Condo,
Torbay,NL,Single Family,
Logy Bay,NL,Single Family,
Outer Cove,NL,Single Family,
Middle Cove,NL,Single Family,
St. John's,NL,Single Family,
Holyrood,NL,Single Family,
St. John's,NL,Condo,
St. John's,NL,Condo,
St. John's,NL,Condo,
Portugal Cove - St Philips,NL,Single Family,
Portugal Cove - St Philips,NL,Single Family,
St. Johns,NL,Single Family,
Portugal Cove St Phillips,NL,Single Family,
Portugal Cove - St. Phillips,NL,Single Family,
Portugal Cove,NL,Single Family,
Portugal Cove,NL,Single Family,
Torbay,NL,Single Family,
Corner Brook,NL,Single Family,
Corner Brook,NL,Single Family,
Corner Brook,NL,Single Family,
Corner Brook,NL,Single Family,
Corner Brook,NL,Single Family,
Meadows,NL,Single Family,
Corner Brook,NL,Single Family,
Corner Brook,NL,Single Family,
Massey Drive,NL,Single Family,
Massey Drive,NL,Single Family,
Massey Drive,NL,Single Family,
Corner Brook,NL,Single Family,
Steady Brook,NL,Single Family,
Grand Falls Windsor,NL,Single Family,
Bishops Falls,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Bay D'Espoir Highway,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Bishop's Falls,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Creston South,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Creston South,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Burin Bay Arm,NL,Single Family,
Marystown,NL,Single Family,
Burin Bay Arm,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
Marystown,NL,Single Family,
St.John's,NL,Single Family,
Humber Valley Resort,NL,Single Family,
HUMBER VALLEY RESORT,NL,Single Family,
Humber Valley Resort,NL,Single Family,
Pasadena,NL,Single Family,
Humber Valley Resort,NL,Single Family,
Humber Valley Resort,NL,Single Family,
Pasadena,NL,Single Family,
Humber Valley Resort,NL,Single Family,
Humber Valley Resort,NL,Single Family,
HUMBER VALLEY RESORT,NL,Single Family,
Pasadena,NL,Single Family,
Little Rapids,NL,Single Family,
Torbay,NL,Single Family,
Flatrock,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Flatrock,NL,Single Family,
Flatrock,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Pouch Cove,NL,Single Family,
Ochre Pit Cove,NL,Single Family,
Kippens,NL,Single Family,
Stephenville Crossing,NL,Single Family,
Kippens,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
Port au Port West,NL,Single Family,
Stephenville,NL,Single Family,
Kippens,NL,Single Family,
Stephenville Crossing,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
STEPHENVILLE,NL,Single Family,
Stephenville Crossing,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
Stephenville,NL,Single Family,
Gull Pond,NL,Single Family,
Stephenville Crossing,NL,Single Family,
Stephenville Crossing,NL,Single Family,
Port Au Port East,NL,Single Family,
Point Au Mal,NL,Single Family,
Gardiner Mines,NS,Single Family,
Glace Bay,NS,Single Family,
Boundary Creek,NB,Single Family,
Fredericton,NB,Single Family,
Placentia,NL,Single Family,
Dartmouth,NS,Single Family,
Charlottetown,PE,Single Family,
Moncton,NB,Single Family,
Donagh,PE,Single Family,
St. John's,NL,Condo/Townhome,
Stellarton,NS,Single Family,
North Kentville,NS,Single Family,
Summerside,PE,Single Family,
Timberlea,NS,Single Family,
Rusagonis,NB,Single Family,
Rothesay,NB,Single Family,
Halifax,NS,Condo,
Summerside,PE,Single Family,
Westphal,NS,Single Family,
Wolfville,NS,Single Family,
Pictou,NS,Single Family,
Hants Border,NS,Single Family,
Stratford,PE,Single Family,
Mineville,NS,Single Family,
Charlottetown,PE,Single Family,
Beach Point,PE,Single Family,
Stratford,PE,Condo/Townhome,
Three Mile Plains,NS,Single Family,
Meteghan,NS,Single Family,
Halifax,NS,Single Family,
Stratford,PE,Single Family,
Beaver Bank,NS,Single Family,
Hammonds Plains,NS,Single Family,
Hatchet Lake,NS,Single Family,
Cherry Hill,NS,Single Family,
Summerside,PE,Single Family,
Summerside,PE,Single Family,
North Bedeque,PE,Single Family,
Middle Sackville,NS,Single Family,
Pointe-Verte,NB,Single Family,
Charlottetown,PE,Single Family,
New Edinburgh,NS,Single Family,
Timberlea,NS,Single Family,
Dartmouth,NS,Condo,
New Germany,NS,Single Family,
Little Harbour,NS,Single Family,
Dartmouth,NS,Condo,
Bedford,NS,Single Family,
Malagash Point,NS,Single Family,
Cottrell's Cove,NL,Single Family,
Burin,NL,Single Family,
Parkers Cove,NL,Single Family,
Glenwood,NL,Single Family,
Lewisporte,NL,Single Family,
Arnold's Cove,NL,Single Family,
St. Vincent's,NL,Single Family,
New Wes Valley,NL,Single Family,
New-Wes-Valley,NL,Single Family,
GOOBIES NORTH,NL,Single Family,
Ferryland,NL,Single Family,
Bunyans Cove,NL,Single Family,
Bloomfield,NL,Single Family,
Lewisporte,NL,Single Family,
Catalina,NL,Single Family,
Garnish,NL,Single Family,
Lewisporte,NL,Single Family,
Western Bay,NL,Single Family,
Lewisporte,NL,Single Family,
Moncton,NB,Single Family,
New-Wes-Valley,NL,Single Family,
Bonavista,NL,Single Family,
Long Harbour,NL,Single Family,
Come By Chance,NL,Single Family,
St Lawrence,NL,Single Family,
Gambo,NL,Single Family,
Summerside,PE,Single Family,
Musgrave Harbour,NL,Single Family,
Charlottetown,PE,Single Family,
Port Blandford,NL,Single Family,
Centerville-Warham-Trinity,NL,Single Family,
Mount Carmel,NL,Single Family,
Saint Bernards-Jacques Fontaine,NL,Single Family,
Fortune Harbour,NL,Single Family,
Port Rexton,NL,Single Family,
Dartmouth,NS,Single Family,
Gander,NL,Single Family,
Glovertown,NL,Single Family,
Freshwater Placentia,NL,Single Family,
Harris Point,NL,Single Family,
Gander,NL,Single Family,
Frederickton,NL,Single Family,
New Chelsea,NL,Single Family,
Witless Bay,NL,Single Family,
Comfort Cove,NL,Single Family,
Midgell,PE,Vacant Land,
New-Wes-Valley,NL,Single Family,
Cottrells Cove,NL,Single Family,
Leading Tickles,NL,Single Family,
Grand Falls-Windsor,NL,Single Family,
Branch,NL,Single Family,
Cape Broyle,NL,Single Family,
Placentia,NL,Single Family,
Botwood,NL,Single Family,
Lewisporte,NL,Single Family,
Trinity,NL,Single Family,
Salmonier,NL,Single Family,
Gaskiers,NL,Single Family,
Lewisporte,NL,Single Family,
Peters River,NL,Single Family,
Bunyans Cove,NL,Single Family,
Gander,NL,Single Family,
Terence Bay,NS,Single Family,
Gambo,NL,Single Family,
Enfield,NS,Single Family,
Botwood,NL,Single Family,
Placentia,NL,Single Family,
Lower Island Cove,NL,Single Family,
New Wes Valley,NL,Single Family,
Port Rexton,NL,Single Family,
West Royalty,PE,Single Family,
Summerford,NL,Single Family,
Gander,NL,Single Family,
Hampton,NB,Single Family,
Newman's Cove,NL,Single Family,
Gander,NL,Single Family,
Moncton,NB,Single Family,
Burnt Point,NL,Single Family,
Bellevue,NL,Single Family,
Witless Bay,NL,Single Family,
St. Marys,NL,Single Family,
Burin,NL,Single Family,
Gander,NL,Single Family,
Wing's Point,NL,Single Family,
Blaketown,NL,Single Family,
Placentia,NL,Single Family,
Blaketown,NL,Single Family,
Indian Bay,NL,Single Family,
Placentia Junction,NL,Single Family,
Bay Bulls,NL,Single Family,
Mobile,NL,Single Family,
"Freshwater, Placentia",NL,Single Family,
Greenspond,NL,Single Family,
Deer Lake,NL,Single Family,
Pleasant Valley,NS,Single Family,
Charlottetown,PE,Single Family,
Gabarus Lake,NS,Single Family,
Whites Lake,NS,Single Family,
Chester Basin,NS,Single Family,
Stonehurst North,NS,Single Family,
Great Village,NS,Single Family,
Avonport,NS,Single Family,
New-Wes-Valley,NL,Single Family,
Saint-Quentin,NB,Single Family,
Cape Broyle,NL,Single Family,
Cape Broyle,NL,Single Family,
St. Stephens,NL,Single Family,
Hubbards,NS,Single Family,
Chamcook,NB,Single Family,
Anagance,NB,Single Family,
Bayside,NB,Single Family,
Fall River,NS,Single Family,
Charlottetown,PE,Single Family,
Halifax Peninsula,NS,Single Family,
Lark Hr.,NL,Single Family,
Cornwall,PE,Condo,
Cornwall,PE,Condo,
Eagle Head,NS,Single Family,
Middle Sackville,NS,Single Family,
Lamèque,NB,Single Family,
Gander,NL,Single Family,
Trinity Bay north (Port Union),NL,Single Family,
