year,region_name,avg_income,province
2020,Corner Brook,7930,NL
2020,Non CMA-CA,62060,NL
2020,Prince Edward Island,37330,
2020,Charlottetown,19170,PE
2020,Summerside,4490,PE
2020,Non CMA-CA,13670,PE
2020,Nova Scotia,226860,
2020,Halifax,100620,NS
2020,Kentville,6470,NS
2020,Truro,11270,NS
2020,New Glasgow,7730,NS
2020,Cape Breton,20720,NS
2020,Non CMA-CA,80050,NS
2020,New Brunswick,189270,
2020,Moncton,37820,NB
2020,Saint John,30560,NB
2020,Fredericton,25580,NB
2020,Bathurst,8230,NB
2020,Miramichi,6610,NB
2020,Campbellton,3180,
2020,Edmundston,5890,NB
2020,Non CMA-CA,71420,NB
2020,Quebec,1997480,
2020,Campbellton,490,
2020,Matane,4330,QC
2020,Rimouski,13540,QC
2020,Rivière-du-loup,7420,QC
2020,Baie-Comeau,6600,QC
2020,Saguenay,40370,QC
2020,Alma,8120,QC
2020,Dolbeau-Mistassini,3850,QC
2020,Sept-Îles,6090,QC
2020,Québec,198980,QC
2020,Sainte-Marie,3340,QC
2020,Saint-Georges,7810,QC
2020,Thetford Mines,6560,QC
2020,Sherbrooke,51910,QC
2020,Cowansville,3400,QC
2020,Victoriaville,12090,QC
2020,Trois-Rivières,37180,QC
2020,Shawinigan,12770,QC
2020,Drummondville,24200,QC
2020,Granby,22560,QC
2020,Saint-Hyacinthe,14070,QC
2020,Sorel-Tracy,10200,QC
2020,Joliette,11930,QC
2020,Montréal,975190,QC
2020,Salaberry-de-Valleyfield,9770,QC
2020,Lachute,2920,QC
2020,Val-d'Or,8090,QC
2020,Rouyn-Noranda,10210,QC
2020,Hawkesbury,400,
2020,Ottawa-Gatineau,78680,
2020,Non CMA-CA,404430,QC
2020,Ontario,3427660,
2020,Cornwall,15650,ON
2020,Hawkesbury,2750,
2020,Ottawa-Gatineau,251220,
2020,Arnprior,3980,ON
2020,Carleton Place,6020,ON
2020,Brockville,8450,ON
2020,Pembroke,6270,ON
2020,Petawawa,3860,ON
2020,Kingston,38150,ON
2020,Belleville-Quinte West,25900,ON
2020,Cobourg,5300,ON
2020,Port Hope,4230,ON
2020,Peterborough,26850,ON
2020,Kawartha Lakes,17560,ON
2020,Centre Wellington,7660,ON
2020,Oshawa,95590,ON
2020,Ingersoll,3310,ON
2020,Toronto,1523720,ON
2020,Hamilton,181390,ON
2020,St. Catharines-Niagara,102040,ON
2020,Kitchener-Cambridge-Waterloo,137560,ON
2020,Brantford,35440,ON
2020,Woodstock,10940,ON
2020,Tillsonburg,4970,ON
2020,Norfolk,16720,ON
2020,Guelph,39860,ON
2020,Stratford,8400,ON
2020,London,123720,ON
2020,Chatham-Kent,26260,ON
2020,Leamington,20260,ON
2020,Windsor,79170,ON
2020,Sarnia,22780,ON
2020,Wasaga Beach,6380,ON
2020,Owen Sound,7080,ON
2020,Collingwood,5730,ON
2020,Barrie,48910,ON
2020,Orillia,7410,ON
2020,Midland,8360,ON
2020,North Bay,17020,ON
2020,Greater Sudbury,38790,ON
2020,Elliot Lake,2730,ON
2020,Timmins,9690,ON
2020,Sault Ste. Marie,18190,ON
2020,Thunder Bay,27250,ON
2020,Kenora,3250,ON
2020,Non CMA-CA,370890,ON
2020,Manitoba,304750,
2020,Winnipeg,190500,MB
2020,Winkler,8170,MB
2020,Steinbach,5070,MB
2020,Portage la Prairie,3880,MB
2020,Brandon,14530,MB
2020,Thompson,2620,MB
2020,Non CMA-CA,79980,MB
2020,Saskatchewan,261230,
2020,Regina,57970,SK
2020,Yorkton,4610,SK
2020,Moose Jaw,8490,SK
2020,Swift Current,5020,SK
2020,Saskatoon,74420,SK
2020,North Battleford,4480,SK
2020,Prince Albert,9360,SK
2020,Estevan,3370,SK
2020,Weyburn,2490,SK
2020,Lloydminster,3330,
2020,Non CMA-CA,87690,SK
2020,Alberta,1017150,
2020,Medicine Hat,18540,AB
2020,Brooks,6460,AB
2020,Lethbridge,28690,AB
2020,Okotoks,8990,AB
2020,High River,4280,AB
2020,Calgary,362500,AB
2020,Strathmore,4100,AB
2020,Canmore,4050,AB
2020,Red Deer,22580,AB
2020,Sylvan Lake,3770,AB
2020,Lacombe,4090,AB
2020,Camrose,4960,AB
2020,Edmonton,331450,AB
2020,Lloydminster,4930,
2020,Cold Lake,4160,AB
2020,Grande Prairie,15280,AB
2020,Wood Buffalo,18170,AB
2020,Wetaskiwin,2940,AB
2020,Non CMA-CA,167240,AB
2020,British Columbia,1245010,
2020,Cranbrook,6940,BC
2020,Nelson,4420,BC
2020,Penticton,11600,BC
2020,Kelowna,54670,BC
2020,Vernon,17550,BC
2020,Salmon Arm,5020,BC
2020,Kamloops,27840,BC
2020,Chilliwack,27100,BC
2020,Abbotsford-Mission,50660,BC
2020,Vancouver,665550,BC
2020,Squamish,5700,BC
2020,Victoria,94460,BC
2020,Duncan,11970,BC
2020,Nanaimo,26840,BC
2020,Parksville,9300,BC
2020,Port Alberni,6310,BC
2020,Courtenay,15040,BC
2020,Campbell River,10450,BC
2020,Powell River,4540,BC
2020,Williams Lake,4370,BC
2020,Quesnel,5710,BC
2020,Prince Rupert,2760,BC
2020,Terrace,3770,BC
2020,Prince George,20830,BC
2020,Dawson Creek,2630,BC
2020,Fort St. John,7500,BC
2020,Non CMA-CA,141470,BC
2020,Yukon,8680,
2020,Whitehorse,7170,YT
2020,Non CMA-CA,1510,YT
2020,Northwest Territories,8400,
2020,Yellowknife,4640,NT
2020,Non CMA-CA,3760,NT
2020,Nunavut,6030,
2020,Campbellton,3670,
2020,Hawkesbury,3140,
2020,Ottawa - Gatineau,329900,
2020,Lloydminster,8260,
2021,Canada,8980830,
2021,Newfoundland and Labrador,130800,
2021,St. John's,51070,NL
2021,Grand Falls-Windsor,3640,NL
2021,Gander,3540,NL
2021,Corner Brook,8080,NL
2021,Non CMA-CA,64460,NL
2021,Prince Edward Island,38490,
2021,Charlottetown,19080,PE
2021,Summerside,4950,PE
2021,Non CMA-CA,14460,PE
2021,Nova Scotia,231880,
2021,Halifax,110260,NS
2021,Kentville,6830,NS
2021,Truro,10910,NS
2021,New Glasgow,7790,NS
2021,Cape Breton,21120,NS
2021,Non CMA-CA,74980,NS
2021,New Brunswick,193250,
2021,Moncton,39020,NB
2021,Saint John,31130,NB
2021,Fredericton,26490,NB
2021,Bathurst,8420,NB
2021,Miramichi,6620,NB
2021,Campbellton,2750,
2021,Edmundston,5500,NB
2021,Non CMA-CA,73330,NB
2021,Quebec,2024180,
2021,Campbellton,490,
2021,Matane,4510,QC
2021,Rimouski,13250,QC
2021,Rivière-du-loup,7460,QC
2021,Baie-Comeau,6580,QC
2021,Saguenay,40980,QC
2021,Alma,7660,QC
2021,Dolbeau-Mistassini,3950,QC
2021,Sept-Îles,6260,QC
2021,Québec,204790,QC
2021,Sainte-Marie,3460,QC
2021,Saint-Georges,8310,QC
2021,Thetford Mines,7130,QC
2021,Sherbrooke,53150,QC
2021,Cowansville,3660,QC
2021,Victoriaville,12860,QC
2021,Trois-Rivières,37980,QC
2021,Shawinigan,11680,QC
2021,Drummondville,25140,QC
2021,Granby,23350,QC
2021,Saint-Hyacinthe,13930,QC
2021,Sorel-Tracy,10390,QC
2021,Joliette,12260,QC
2021,Montréal,981670,QC
2021,Salaberry-de-Valleyfield,9970,QC
2021,Sainte-Agathe-des-Monts,4960,QC
2021,Lachute,3060,QC
2021,Val-d'Or,8120,QC
2021,Amos,4500,QC
2021,Rouyn-Noranda,10160,QC
2021,Hawkesbury,410,
2021,Ottawa-Gatineau,79870,
2021,Non CMA-CA,402250,QC
2021,Ontario,3471160,
2021,Cornwall,15000,ON
2021,Hawkesbury,2830,
2021,Ottawa-Gatineau,269680,
2021,Brockville,7320,ON
2021,Pembroke,6340,ON
2021,Petawawa,3880,ON
2021,Kingston,38610,ON
2021,Belleville-Quinte West,27060,ON
2021,Cobourg,6780,ON
2021,Port Hope,4470,ON
2021,Peterborough,30380,ON
2021,Kawartha Lakes,21140,ON
2021,Centre Wellington,7860,ON
2021,Oshawa,98380,ON
2021,Ingersoll,3800,ON
2021,Toronto,1527460,ON
2021,Hamilton,183220,ON
2021,St. Catharines-Niagara,104500,ON
2021,Kitchener-Cambridge-Waterloo,141260,ON
2021,Brantford,36630,ON
2021,Woodstock,12910,ON
2021,Tillsonburg,5590,ON
2021,Norfolk,17440,ON
2021,Guelph,40590,ON
2021,Stratford,8540,ON
2021,London,126760,ON
2021,Chatham-Kent,26810,ON
2021,Windsor,108300,ON
2021,Sarnia,23500,ON
2021,Essa,5460,ON
2021,Wasaga Beach,6570,ON
2021,Owen Sound,7480,ON
2021,Collingwood,6170,ON
2021,Barrie,50810,ON
2021,Orillia,7470,ON
2021,Midland,6890,ON
2021,North Bay,17630,ON
2021,Greater Sudbury,39610,ON
2021,Elliot Lake,2780,ON
2021,Timmins,9670,ON
2021,Sault Ste. Marie,18420,ON
2021,Thunder Bay,28050,ON
2021,Kenora,4050,ON
2021,Non CMA-CA,353070,ON
2021,Manitoba,307390,
2021,Winnipeg,193150,MB
2021,Winkler,8290,MB
2021,Steinbach,5380,MB
2021,Portage la Prairie,4240,MB
2021,Brandon,13940,MB
2021,Thompson,2590,MB
2021,Non CMA-CA,79810,MB
2021,Saskatchewan,262900,
2021,Regina,58950,SK
2021,Yorkton,4970,SK
2021,Moose Jaw,8590,SK
2021,Swift Current,5050,SK
2021,Saskatoon,75190,SK
2021,North Battleford,4620,SK
2021,Prince Albert,9210,SK
2021,Estevan,3280,SK
2021,Weyburn,3020,SK
2021,Lloydminster,3840,
2021,Non CMA-CA,86190,SK
2021,Alberta,1028550,
2021,Medicine Hat,18640,AB
2021,Brooks,4600,AB
2021,Lethbridge,29220,AB
2021,Okotoks,9140,AB
2021,High River,4330,AB
2021,Calgary,369780,AB
2021,Strathmore,3870,AB
2021,Canmore,4190,AB
2021,Red Deer,24090,AB
2021,Sylvan Lake,3760,AB
2021,Lacombe,4520,AB
2021,Camrose,4960,AB
2021,Edmonton,333960,AB
2021,Lloydminster,5040,
2021,Grande Prairie,14610,AB
2021,Wood Buffalo,17900,AB
2021,Wetaskiwin,3410,AB
2021,Non CMA-CA,172530,AB
2021,British Columbia,1269070,
2021,Cranbrook,7080,BC
2021,Nelson,4600,BC
2021,Trail,3600,BC
2021,Penticton,11890,BC
2021,Kelowna,56690,BC
2021,Vernon,17540,BC
2021,Salmon Arm,5220,BC
2021,Kamloops,27870,BC
2021,Chilliwack,28220,BC
2021,Abbotsford-Mission,51810,BC
2021,Vancouver,678320,BC
2021,Squamish,3500,BC
2021,Victoria,96620,BC
2021,Ladysmith,4210,BC
2021,Duncan,12750,BC
2021,Nanaimo,27510,BC
2021,Parksville,9500,BC
2021,Port Alberni,6330,BC
2021,Courtenay,16770,BC
2021,Campbell River,10710,BC
2021,Powell River,4760,BC
2021,Williams Lake,4920,BC
2021,Quesnel,5590,BC
2021,Prince Rupert,2870,BC
2021,Terrace,4590,BC
2021,Prince George,21030,BC
2021,Dawson Creek,4190,BC
2021,Fort St. John,7280,BC
2021,Non CMA-CA,133110,BC
2021,Yukon,8780,
2021,Whitehorse,7080,YT
2021,Non CMA-CA,1690,YT
2021,Northwest Territories,8400,
2021,Yellowknife,4680,NT
2021,Non CMA-CA,3720,NT
2021,Nunavut,5980,
2021,Campbellton,3240,
2021,Hawkesbury,3230,
2021,Ottawa - Gatineau,349550,
2021,Lloydminster,8870,
2022,Canada,9210400,
2022,Newfoundland and Labrador,131010,
2022,St. John's,51660,NL
2022,Grand Falls-Windsor,3600,NL
2022,Gander,3570,NL
2022,Corner Brook,8030,NL
2022,Non CMA-CA,64160,NL
2022,Prince Edward Island,39750,
2022,Charlottetown,19710,PE
2022,Summerside,5140,PE
2022,Non CMA-CA,14900,PE
2022,Nova Scotia,238780,
2022,Halifax,114520,NS
2022,Kentville,6990,NS
2022,Truro,11240,NS
2022,New Glasgow,7880,NS
2022,Cape Breton,21870,NS
2022,Non CMA-CA,76280,NS
2022,New Brunswick,197980,
2022,Moncton,41120,NB
2022,Saint John,31970,NB
2022,Fredericton,27170,NB
2022,Bathurst,8440,NB
2022,Miramichi,6790,NB
2022,Campbellton,2720,
2022,Edmundston,5590,NB
2022,Non CMA-CA,74180,NB
2022,Quebec,2043950,
2022,Campbellton,470,
2022,Matane,4570,QC
2022,Rimouski,13240,QC
2022,Rivière-du-loup,7510,QC
2022,Baie-Comeau,6520,QC
2022,Saguenay,41130,QC
2022,Alma,7700,QC
2022,Dolbeau-Mistassini,3900,QC
2022,Sept-Îles,6070,QC
2022,Québec,207360,QC
2022,Sainte-Marie,3510,QC
2022,Saint-Georges,8400,QC
2022,Thetford Mines,7140,QC
2022,Sherbrooke,54120,QC
2022,Cowansville,3740,QC
2022,Victoriaville,12970,QC
2022,Trois-Rivières,38270,QC
2022,Shawinigan,11750,QC
2022,Drummondville,25540,QC
2022,Granby,23720,QC
2022,Saint-Hyacinthe,14140,QC
2022,Sorel-Tracy,10500,QC
2022,Joliette,12320,QC
2022,Montréal,990470,QC
2022,Salaberry-de-Valleyfield,10110,QC
2022,Sainte-Agathe-des-Monts,5020,QC
2022,Lachute,3190,QC
2022,Val-d'Or,8080,QC
2022,Amos,4510,QC
2022,Rouyn-Noranda,10070,QC
2022,Hawkesbury,400,
2022,Ottawa-Gatineau,80450,
2022,Non CMA-CA,407080,QC
2022,Ontario,3577520,
2022,Cornwall,15030,ON
2022,Hawkesbury,2620,
2022,Ottawa-Gatineau,277960,
2022,Brockville,7390,ON
2022,Pembroke,6440,ON
2022,Petawawa,3910,ON
2022,Kingston,39480,ON
2022,Belleville-Quinte West,27380,ON
2022,Cobourg,5820,ON
2022,Port Hope,4560,ON
2022,Peterborough,30100,ON
2022,Kawartha Lakes,20990,ON
2022,Centre Wellington,7990,ON
2022,Oshawa,101970,ON
2022,Ingersoll,3880,ON
2022,Toronto,1584980,ON
2022,Hamilton,187140,ON
2022,St. Catharines-Niagara,107220,ON
2022,Kitchener-Cambridge-Waterloo,147310,ON
2022,Brantford,38550,ON
2022,Woodstock,13370,ON
2022,Tillsonburg,5740,ON
2022,Norfolk,17600,ON
2022,Guelph,41560,ON
2022,Stratford,8690,ON
2022,London,131840,ON
2022,Chatham-Kent,27050,ON
2022,Windsor,112000,ON
2022,Sarnia,24280,ON
2022,Essa,5600,ON
2022,Wasaga Beach,6660,ON
2022,Owen Sound,7580,ON
2022,Collingwood,6340,ON
2022,Barrie,51690,ON
2022,Orillia,7620,ON
2022,Midland,6600,ON
2022,North Bay,17980,ON
2022,Greater Sudbury,40290,ON
2022,Elliot Lake,2760,ON
2022,Timmins,9810,ON
2022,Sault Ste. Marie,18490,ON
2022,Thunder Bay,27860,ON
2022,Kenora,4010,ON
2022,Non CMA-CA,361380,ON
2022,Manitoba,314480,
2022,Winnipeg,198910,MB
2022,Winkler,8570,MB
2022,Steinbach,5590,MB
2022,Portage la Prairie,4260,MB
2022,Brandon,14310,MB
2022,Thompson,2510,MB
2022,Non CMA-CA,80340,MB
2022,Saskatchewan,266960,
2022,Regina,60400,SK
2022,Yorkton,4990,SK
2022,Moose Jaw,8810,SK
2022,Swift Current,5090,SK
2022,Saskatoon,78090,SK
2022,North Battleford,4620,SK
2022,Prince Albert,9240,SK
2022,Estevan,3310,SK
2022,Weyburn,3030,SK
2022,Lloydminster,3820,
2022,Non CMA-CA,85570,SK
2022,Alberta,1068250,
2022,Medicine Hat,18850,AB
2022,Brooks,4620,AB
2022,Lethbridge,29900,AB
2022,Okotoks,9430,AB
2022,High River,4460,AB
2022,Calgary,391680,AB
2022,Strathmore,3720,AB
2022,Canmore,4320,AB
2022,Red Deer,23500,AB
2022,Sylvan Lake,3870,AB
2022,Lacombe,4620,AB
2022,Camrose,5070,AB
2022,Edmonton,346620,AB
2022,Lloydminster,5110,
2022,Grande Prairie,15010,AB
2022,Wood Buffalo,18210,AB
2022,Wetaskiwin,3440,AB
2022,Non CMA-CA,175830,AB
2022,British Columbia,1308580,
2022,Cranbrook,7240,BC
2022,Nelson,4870,BC
2022,Trail,3640,BC
2022,Penticton,11950,BC
2022,Kelowna,58160,BC
2022,Vernon,17940,BC
2022,Salmon Arm,5250,BC
2022,Kamloops,29220,BC
2022,Chilliwack,29150,BC
2022,Abbotsford-Mission,53320,BC
2022,Vancouver,706310,BC
2022,Squamish,6100,BC
2022,Victoria,98980,BC
2022,Ladysmith,4310,BC
2022,Duncan,12310,BC
2022,Nanaimo,28140,BC
2022,Parksville,9530,BC
2022,Port Alberni,6390,BC
2022,Courtenay,17090,BC
2022,Campbell River,10770,BC
2022,Powell River,4640,BC
2022,Williams Lake,5740,BC
2022,Quesnel,5690,BC
2022,Prince Rupert,2890,BC
2022,Terrace,4670,BC
2022,Prince George,21420,BC
2022,Dawson Creek,4230,BC
2022,Fort St. John,7140,BC
2022,Non CMA-CA,131510,BC
2022,Yukon,9060,
2022,Whitehorse,7510,YT
2022,Non CMA-CA,1560,YT
2022,Northwest Territories,8250,
2022,Yellowknife,4680,NT
2022,Non CMA-CA,3560,NT
2022,Nunavut,5840,
2022,Campbellton,3190,
2022,Hawkesbury,3020,
2022,Ottawa - Gatineau,358410,
2022,Lloydminster,8930,
2023,Canada,9510660,
2023,Newfoundland and Labrador,132670,
2023,St. John's,53420,NL
2023,Grand Falls-Windsor,3600,NL
2023,Gander,3640,NL
2023,Corner Brook,8170,NL
2023,Non CMA-CA,63850,NL
2023,Prince Edward Island,41020,
2023,Charlottetown,20540,PE
2023,Summerside,5310,PE
2023,Non CMA-CA,15160,PE
2023,Nova Scotia,247350,
2023,Halifax,120570,NS
2023,Kentville,7190,NS
2023,Truro,11600,NS
2023,New Glasgow,8010,NS
2023,Cape Breton,22590,NS
2023,Non CMA-CA,77390,NS
2023,New Brunswick,204110,
2023,Moncton,43980,NB
2023,Saint John,33070,NB
2023,Fredericton,28290,NB
2023,Bathurst,8460,NB
2023,Miramichi,6970,NB
2023,Campbellton,2740,
2023,Edmundston,5660,NB
2023,Non CMA-CA,74950,NB
2023,Quebec,2078330,
2023,Campbellton,490,
2023,Matane,4540,QC
2023,Rimouski,13280,QC
2023,Rivière-du-loup,7630,QC
2023,Baie-Comeau,6530,QC
2023,Saguenay,41480,QC
2023,Alma,7690,QC
2023,Dolbeau-Mistassini,3920,QC
2023,Sept-Îles,6070,QC
2023,Québec,211710,QC
2023,Sainte-Marie,3580,QC
2023,Saint-Georges,8550,QC
2023,Thetford Mines,7250,QC
2023,Sherbrooke,54990,QC
2023,Cowansville,3840,QC
2023,Victoriaville,13110,QC
2023,Trois-Rivières,38860,QC
2023,Shawinigan,11850,QC
2023,Drummondville,26250,QC
2023,Granby,24220,QC
2023,Saint-Hyacinthe,14700,QC
2023,Sorel-Tracy,10600,QC
2023,Joliette,12550,QC
2023,Montréal,1009940,QC
2023,Salaberry-de-Valleyfield,10370,QC
2023,Sainte-Agathe-des-Monts,5120,QC
2023,Lachute,3210,QC
2023,Val-d'Or,8110,QC
2023,Amos,4570,QC
2023,Rouyn-Noranda,10140,QC
2023,Hawkesbury,410,
2023,Ottawa-Gatineau,81600,
2023,Non CMA-CA,411180,QC
2023,Ontario,3707800,
2023,Cornwall,15430,ON
2023,Hawkesbury,2670,
2023,Ottawa-Gatineau,288970,
2023,Brockville,7460,ON
2023,Pembroke,6450,ON
2023,Petawawa,3970,ON
2023,Kingston,40380,ON
2023,Belleville-Quinte West,27920,ON
2023,Cobourg,5920,ON
2023,Port Hope,4600,ON
2023,Peterborough,30970,ON
2023,Kawartha Lakes,21210,ON
2023,Centre Wellington,8230,ON
2023,Oshawa,106240,ON
2023,Ingersoll,3900,ON
2023,Toronto,1650560,ON
2023,Hamilton,193200,ON
2023,St. Catharines-Niagara,111180,ON
2023,Kitchener-Cambridge-Waterloo,156040,ON
2023,Brantford,41440,ON
2023,Woodstock,13920,ON
2023,Tillsonburg,5940,ON
2023,Norfolk,18040,ON
2023,Guelph,42700,ON
2023,Stratford,8870,ON
2023,London,137120,ON
2023,Chatham-Kent,27570,ON
2023,Windsor,115840,ON
2023,Sarnia,24740,ON
2023,Essa,5760,ON
2023,Wasaga Beach,6890,ON
2023,Owen Sound,7690,ON
2023,Collingwood,6450,ON
2023,Barrie,53930,ON
2023,Orillia,7830,ON
2023,Midland,6690,ON
2023,North Bay,18500,ON
2023,Greater Sudbury,41830,ON
2023,Elliot Lake,2730,ON
2023,Timmins,10030,ON
2023,Sault Ste. Marie,19140,ON
2023,Thunder Bay,28510,ON
2023,Kenora,4020,ON
2023,Non CMA-CA,366340,ON
2023,Manitoba,323740,
2023,Winnipeg,206800,MB
2023,Winkler,8840,MB
2023,Steinbach,5790,MB
2023,Portage la Prairie,4350,MB
2023,Brandon,14610,MB
2023,Thompson,2480,MB
2023,Non CMA-CA,80870,MB
2023,Saskatchewan,273480,
2023,Regina,63010,SK
2023,Yorkton,5100,SK
2023,Moose Jaw,9100,SK
2023,Swift Current,5180,SK
2023,Saskatoon,81310,SK
2023,North Battleford,4730,SK
2023,Prince Albert,9440,SK
2023,Estevan,3360,SK
2023,Weyburn,3120,SK
2023,Lloydminster,3870,
2023,Non CMA-CA,85280,SK
2023,Alberta,1126540,
2023,Medicine Hat,19330,AB
2023,Brooks,4930,AB
2023,Lethbridge,30950,AB
2023,Okotoks,9140,AB
2023,High River,4590,AB
2023,Calgary,419240,AB
2023,Strathmore,3820,AB
2023,Canmore,4560,AB
2023,Red Deer,24670,AB
2023,Sylvan Lake,4020,AB
2023,Lacombe,4760,AB
2023,Camrose,5160,AB
2023,Edmonton,367470,AB
2023,Lloydminster,5220,
2023,Grande Prairie,15800,AB
2023,Wood Buffalo,19000,AB
2023,Wetaskiwin,3570,AB
2023,Non CMA-CA,180310,AB
2023,British Columbia,1351920,
2023,Cranbrook,7330,BC
2023,Nelson,4950,BC
2023,Trail,3680,BC
2023,Penticton,12030,BC
2023,Kelowna,59690,BC
2023,Vernon,18280,BC
2023,Salmon Arm,5340,BC
2023,Kamloops,30000,BC
2023,Chilliwack,31860,BC
2023,Abbotsford-Mission,53820,BC
2023,Vancouver,736290,BC
2023,Squamish,6410,BC
2023,Victoria,101640,BC
2023,Ladysmith,4360,BC
2023,Duncan,12500,BC
2023,Nanaimo,28770,BC
2023,Parksville,9580,BC
2023,Port Alberni,6410,BC
2023,Courtenay,17540,BC
2023,Campbell River,11030,BC
2023,Powell River,4670,BC
2023,Williams Lake,5760,BC
2023,Quesnel,5690,BC
2023,Prince Rupert,2930,BC
2023,Terrace,4730,BC
2023,Prince George,21830,BC
2023,Dawson Creek,4350,BC
2023,Fort St. John,7310,BC
2023,Non CMA-CA,133170,BC
2023,Yukon,9500,
2023,Whitehorse,7930,YT
2023,Non CMA-CA,1570,YT
2023,Northwest Territories,8360,
2023,Yellowknife,4840,NT
2023,Non CMA-CA,3530,NT
2023,Nunavut,5830,
2023,Campbellton,3220,
2023,Hawkesbury,3080,
2023,Ottawa - Gatineau,370560,
2023,Lloydminster,9090,
