,region_name,year,avg_income,province
903,Prince Rupert,2015,76000,BC
904,Prince Rupert,2020,92000,BC
905,Prince Rupert,2015,76000,BC
906,Quesnel,2020,73000,BC
907,Quesnel,2015,70500,BC
908,Quesnel,2020,73000,BC
909,Quesnel,2015,70500,BC
910,Quesnel,2020,73000,BC
911,Quesnel,2015,70500,BC
912,Salmon Arm,2020,75000,BC
913,Salmon Arm,2015,68000,BC
914,Salmon Arm,2020,75000,BC
915,Salmon Arm,2015,68000,BC
916,Salmon Arm,2020,75000,BC
917,Salmon Arm,2015,68000,BC
918,Squamish,2020,111000,BC
919,Squamish,2015,96000,BC
920,Squamish,2020,111000,BC
921,Squamish,2015,96000,BC
922,Squamish,2020,111000,BC
923,Squamish,2015,96000,BC
924,Terrace,2020,90000,BC
925,Terrace,2015,81000,BC
926,Terrace,2020,90000,BC
927,Terrace,2015,81000,BC
928,Terrace,2020,90000,BC
929,Terrace,2015,81000,BC
930,Trail,2020,76000,BC
931,Trail,2015,70000,BC
932,Trail,2020,76000,BC
933,Trail,2015,70000,BC
934,Trail,2020,76000,BC
935,Trail,2015,70000,BC
936,Vancouver,2020,90000,BC
937,Vancouver,2015,78500,BC
938,Vancouver,2020,90000,BC
939,Vancouver,2015,78500,BC
940,Vancouver,2020,90000,BC
941,Vancouver,2015,78500,BC
942,Vernon,2020,79000,BC
943,Vernon,2015,70000,BC
944,Vernon,2020,79000,BC
945,Vernon,2015,70000,BC
946,Vernon,2020,79000,BC
947,Vernon,2015,70000,BC
948,Victoria,2020,85000,BC
949,Victoria,2015,76000,BC
950,Victoria,2020,85000,BC
951,Victoria,2015,76000,BC
952,Victoria,2020,85000,BC
953,Victoria,2015,76000,BC
954,Williams Lake,2020,81000,BC
955,Williams Lake,2015,78000,BC
956,Williams Lake,2020,81000,BC
957,Williams Lake,2015,78000,BC
958,Williams Lake,2020,81000,BC
959,Williams Lake,2015,78000,BC
960,Yukon,2020,100000,YT
961,Yukon,2015,92000,YT
962,Yukon,2020,100000,YT
963,Yukon,2015,92000,YT
964,Yukon,2020,100000,YT
965,Yukon,2015,92000,YT
966,Whitehorse,2020,109000,YT
967,Whitehorse,2015,99000,YT
968,Whitehorse,2020,109000,YT
969,Whitehorse,2015,99000,YT
970,Whitehorse,2020,109000,YT
971,Whitehorse,2015,99000,YT
972,Northwest Territories,2020,127000,NT
973,Northwest Territories,2015,127000,NT
974,Northwest Territories,2020,127000,NT
975,Northwest Territories,2015,127000,NT
976,Northwest Territories,2020,127000,NT
977,Northwest Territories,2015,127000,NT
978,Yellowknife,2020,148000,NT
979,Yellowknife,2015,154000,NT
980,Yellowknife,2020,148000,NT
981,Yellowknife,2015,154000,NT
982,Yellowknife,2020,148000,NT
983,Yellowknife,2015,154000,NT
984,Nunavut,2020,118000,NU
985,Nunavut,2015,105000,NU
986,Nunavut,2020,118000,NU
987,Nunavut,2015,105000,NU
988,Nunavut,2020,118000,NU
989,Nunavut,2015,105000,NU
